Cell	20081128_sulston	20230224_RW10265_tbx-8_die-1_L4	20230224_RW10265_tbx-8_die-1_L3	20230224_RW10265_tbx-8_die-1_L1	20230223_JIM188_tbx-9_die-1_L4	20230222_JIM188_tbx-9_die-1_L1
AB	15	NA	NA	NA	NA	NA
ABa	NA	NA	NA	9.5	5.7	NA
ABal	NA	NA	NA	NA	NA	NA
ABala	NA	NA	NA	NA	NA	NA
ABalaa	NA	NA	NA	NA	NA	NA
ABalaaa	NA	NA	NA	NA	NA	NA
ABalaaaa	NA	NA	NA	NA	NA	NA
ABalaaaal	NA	NA	NA	NA	NA	NA
ABalaaaala	NA	NA	NA	NA	NA	NA
ABalaaaalal	225	31.1	84.7	8	13.5	58.5
ABalaaaalar	45	31.1	63.2	8	13.5	58.5
ABalaaaalp	NA	NA	NA	NA	NA	NA
ABalaaaalpa	35	36.3	86.6	9.6	30.1	63.8
ABalaaaalpp	180	38	86.6	9.6	30.1	63.8
ABalaaaar	NA	NA	NA	NA	NA	NA
ABalaaaarl	NA	NA	NA	NA	NA	NA
ABalaaaarla	90	55	95.9	44.3	30.1	49.5
ABalaaaarlp	235	55	95.9	44.3	30.1	49.5
ABalaaaarr	NA	NA	NA	NA	NA	NA
ABalaaaarra	90	63.3	95.9	39.6	51.6	65.6
ABalaaaarrp	235	63.3	95.9	39.6	51.6	65.6
ABalaaap	NA	NA	NA	NA	NA	NA
ABalaaapa	NA	NA	NA	NA	NA	NA
ABalaaapal	NA	NA	NA	NA	NA	NA
ABalaaapall	265	65	108.9	59.8	61.3	85.1
ABalaaapalr	265	65	108.9	59.8	61.3	85.1
ABalaaapar	NA	NA	NA	NA	NA	NA
ABalaaaparl	95	43.1	99.7	38	53.1	69
ABalaaaparr	255	43.1	99.7	38	54.8	70.9
ABalaaapp	NA	NA	NA	NA	NA	NA
ABalaaappl	NA	NA	NA	NA	NA	NA
ABalaaappll	255	38	101.5	27	59.6	53
ABalaaapplr	95	38	101.5	27	59.6	53
ABalaaappr	NA	NA	NA	NA	NA	NA
ABalaaapprl	265	66.7	108.9	39.3	58	83.3
ABalaaapprr	265	66.7	108.9	49	58	83.3
ABalaap	NA	NA	NA	NA	NA	NA
ABalaapa	NA	NA	NA	NA	NA	NA
ABalaapaa	NA	NA	NA	NA	NA	NA
ABalaapaaa	NA	NA	NA	133	NA	NA
ABalaapaaal	50	24.3	92.2	NA	18.5	45.9
ABalaapaaar	225	24.3	92.2	NA	18.5	45.9
ABalaapaap	NA	NA	NA	NA	NA	NA
ABalaapaapa	80	34.6	90.3	23.9	31.8	54.9
ABalaapaapp	230	34.6	90.3	23.9	31.8	54.9
ABalaapap	NA	NA	NA	NA	NA	NA
ABalaapapa	20	141.4	99.9	77.7	80	100.1
ABalaapapp	NA	NA	NA	NA	NA	NA
ABalaapappa	95	46.5	97.7	45.8	49.8	67.4
ABalaapappp	255	46.5	97.7	47.4	49.8	67.4
ABalaapp	NA	NA	NA	NA	NA	NA
ABalaappa	NA	NA	NA	NA	NA	NA
ABalaappaa	20	29.4	98.8	93.2	53.2	79.1
ABalaappap	NA	29.4	NA	93.2	53.2	NA
ABalaappapa	255	NA	94.1	NA	NA	58.5
ABalaappapp	255	NA	94.1	NA	NA	58.5
ABalaappp	NA	NA	NA	NA	NA	NA
ABalaapppa	NA	NA	NA	NA	NA	NA
ABalaapppaa	235	32.8	81	28.6	21.8	42.2
ABalaapppap	20	34.6	45.8	28.6	21.8	42.2
ABalaapppp	NA	NA	NA	NA	NA	NA
ABalaappppa	NA	73.4	110.7	72	58	88.6
ABalaappppaa	140	NA	NA	NA	NA	NA
ABalaappppap	30	NA	NA	NA	NA	NA
ABalaappppp	260	73.4	110.7	72	56.3	88.6
ABalap	NA	NA	NA	NA	NA	NA
ABalapa	NA	NA	NA	NA	NA	NA
ABalapaa	NA	NA	NA	NA	NA	NA
ABalapaaa	NA	NA	NA	NA	NA	NA
ABalapaaaa	NA	NA	NA	138.8	NA	NA
ABalapaaaaa	210	1.7	71.5	NA	25.2	25.8
ABalapaaaap	50	1.7	71.5	NA	25.2	25.8
ABalapaaap	NA	NA	NA	NA	NA	NA
ABalapaaapa	260	58.3	105.3	49	61.3	81.6
ABalapaaapp	260	58.3	105.3	49	61.3	81.6
ABalapaap	NA	NA	NA	NA	NA	NA
ABalapaapa	NA	NA	NA	NA	NA	NA
ABalapaapaa	230	46.5	77.2	36.5	11.8	56.7
ABalapaapap	20	46.5	59.6	36.5	18.5	38.1
ABalapaapp	NA	NA	NA	NA	NA	NA
ABalapaappa	NA	73.4	112.6	61.3	58	88.6
ABalapaappaa	155	NA	NA	NA	NA	NA
ABalapaappap	40	NA	NA	NA	NA	NA
ABalapaappp	265	73.4	112.6	61.3	58	88.6
ABalapap	NA	NA	NA	NA	NA	NA
ABalapapa	NA	NA	NA	NA	NA	NA
ABalapapaa	29	99.4	58.9	66.5	60.4	47.2
ABalapapap	NA	NA	NA	NA	NA	NA
ABalapapapa	NA	73.4	110.7	62.8	69.3	93.8
ABalapapapaa	145	NA	NA	NA	NA	NA
ABalapapapap	35	NA	NA	NA	NA	NA
ABalapapapp	265	73.4	110.7	62.8	71	93.8
ABalapapp	NA	NA	NA	NA	NA	NA
ABalapappa	NA	NA	NA	NA	NA	NA
ABalapappaa	NA	94.8	123.6	73.5	85.4	106
ABalapappaaa	155	NA	NA	NA	NA	NA
ABalapappaap	50	NA	NA	NA	NA	NA
ABalapappap	270	94.8	123.6	71.9	85.4	106
ABalapappp	NA	NA	NA	NA	NA	NA
ABalapapppa	260	70	110.7	41.1	59.6	76.2
ABalapapppp	260	70	110.7	41.1	59.6	76.2
ABalapp	NA	NA	NA	NA	NA	NA
ABalappa	NA	NA	NA	NA	NA	NA
ABalappaa	NA	NA	NA	NA	NA	NA
ABalappaaa	30	36.8	86.7	40	34	46.1
ABalappaap	NA	NA	NA	125.7	NA	146.9
ABalappaapa	210	1.7	71.5	NA	16.8	NA
ABalappaapp	30	1.7	69.6	NA	16.8	NA
ABalappap	NA	NA	NA	NA	NA	NA
ABalappapa	NA	NA	NA	134.5	NA	NA
ABalappapaa	220	10.4	82.8	NA	13.5	40.4
ABalappapap	70	10.4	82.8	NA	13.5	40.4
ABalappapp	NA	NA	NA	NA	NA	NA
ABalappappa	260	75	120	61.3	69.4	85.1
ABalappappp	260	75	120	61.3	69.4	85.1
ABalappp	NA	NA	NA	NA	NA	NA
ABalapppa	NA	NA	NA	NA	NA	NA
ABalapppaa	NA	NA	NA	NA	NA	NA
ABalapppaaa	245	66.7	107.1	59.8	64.5	81.6
ABalapppaap	245	66.7	107.1	59.8	64.5	81.6
ABalapppap	NA	NA	NA	NA	NA	NA
ABalapppapa	NA	80	123.6	73.5	75.7	104.3
ABalapppapaa	145	NA	NA	NA	NA	NA
ABalapppapap	35	NA	NA	NA	NA	NA
ABalapppapp	265	80	123.6	73.5	75.7	104.3
ABalapppp	NA	NA	NA	NA	NA	NA
ABalappppa	NA	NA	NA	NA	NA	NA
ABalappppaa	NA	94.8	127.3	84.1	94.8	104.3
ABalappppaaa	155	NA	NA	NA	NA	NA
ABalappppaap	55	NA	NA	NA	NA	NA
ABalappppap	270	94.8	127.3	84.1	94.8	104.3
ABalappppp	NA	NA	NA	NA	NA	NA
ABalapppppa	260	68.2	107.1	58.2	64.3	86.8
ABalapppppp	260	71.7	107.1	58.2	67.7	86.8
ABalp	NA	NA	NA	NA	NA	NA
ABalpa	NA	NA	NA	NA	NA	NA
ABalpaa	NA	NA	NA	NA	NA	NA
ABalpaaa	NA	NA	NA	NA	NA	NA
ABalpaaaa	NA	NA	NA	NA	NA	NA
ABalpaaaaa	NA	NA	NA	NA	NA	NA
ABalpaaaaaa	230	61.7	101.5	53.6	62.9	106
ABalpaaaaap	230	61.7	101.5	53.6	62.9	106
ABalpaaaap	NA	NA	NA	NA	NA	NA
ABalpaaaapa	230	58.3	107.1	45.6	64.5	86.8
ABalpaaaapp	30	58.3	107.1	53.6	64.5	86.8
ABalpaaap	NA	NA	NA	NA	NA	NA
ABalpaaapa	NA	NA	NA	NA	NA	NA
ABalpaaapaa	205	61.7	103.3	41.1	40	72.7
ABalpaaapap	25	61.7	72	41.1	40	39.5
ABalpaaapp	NA	NA	NA	NA	NA	NA
ABalpaaappa	30	68.4	75.6	53.6	45	79.5
ABalpaaappp	210	68.4	108.9	53.6	45	83.3
ABalpaap	NA	NA	NA	NA	NA	NA
ABalpaapa	NA	NA	NA	NA	NA	NA
ABalpaapaa	NA	NA	NA	NA	NA	NA
ABalpaapaaa	250	76.7	130.9	87.2	93.3	107.7
ABalpaapaap	250	76.7	130.9	87.2	93.3	107.7
ABalpaapap	NA	NA	NA	NA	NA	NA
ABalpaapapa	270	114.3	152.6	111.1	115.2	133.5
ABalpaapapp	270	114.3	152.6	111.1	115.2	133.5
ABalpaapp	NA	NA	NA	NA	NA	NA
ABalpaappa	NA	NA	NA	NA	NA	NA
ABalpaappaa	245	53.3	105.3	62.8	56.4	83.3
ABalpaappap	245	53.3	105.3	62.8	56.4	83.3
ABalpaappp	NA	NA	NA	NA	NA	NA
ABalpaapppa	255	78.3	121.8	67.4	64.5	100.8
ABalpaapppp	255	78.3	121.8	67.4	64.5	100.8
ABalpap	NA	NA	NA	NA	NA	NA
ABalpapa	NA	NA	NA	NA	NA	NA
ABalpapaa	NA	NA	NA	NA	NA	NA
ABalpapaaa	NA	NA	NA	NA	NA	NA
ABalpapaaaa	265	88.3	120	76.5	82.1	90.3
ABalpapaaap	265	88.3	120	76.5	82.1	84.7
ABalpapaap	NA	NA	NA	NA	NA	NA
ABalpapaapa	240	65	101.5	52	59.6	83.3
ABalpapaapp	50	56.3	68.2	52	59.6	50
ABalpapap	NA	NA	NA	NA	NA	NA
ABalpapapa	NA	NA	NA	NA	NA	NA
ABalpapapaa	265	78.3	120	70.4	82.1	100.8
ABalpapapap	NA	78.3	120	70.4	82.1	100.8
ABalpapapapa	35	NA	NA	NA	NA	NA
ABalpapapapp	160	NA	NA	NA	NA	NA
ABalpapapp	NA	NA	NA	NA	NA	NA
ABalpapappa	30	68.4	73.8	55.1	62.9	88.6
ABalpapappp	245	68.4	107.1	55.1	62.9	88.6
ABalpapp	NA	NA	NA	NA	NA	NA
ABalpappa	NA	NA	NA	NA	NA	NA
ABalpappaa	NA	NA	NA	NA	NA	NA
ABalpappaaa	35	60.7	118.1	72	85.4	58.3
ABalpappaap	NA	83.3	NA	72	85.4	106
ABalpappaapa	160	NA	7.8	NA	NA	NA
ABalpappaapp	30	NA	7.8	NA	NA	NA
ABalpappap	NA	NA	NA	NA	NA	NA
ABalpappapa	280	104.6	138.2	93.2	94.8	121.5
ABalpappapp	280	104.6	138.2	93.2	94.8	121.5
ABalpappp	NA	NA	NA	NA	NA	NA
ABalpapppa	NA	NA	NA	NA	NA	NA
ABalpapppaa	230	44.8	88.5	36.5	45	70.9
ABalpapppap	50	44.8	88.5	36.5	45	70.9
ABalpapppp	NA	NA	NA	NA	NA	NA
ABalpappppa	290	111.1	143.6	103.6	112	131.8
ABalpappppp	290	111.1	143.6	103.6	112	131.8
ABalpp	NA	NA	NA	NA	NA	NA
ABalppa	NA	NA	NA	NA	NA	NA
ABalppaa	NA	NA	NA	NA	NA	NA
ABalppaaa	NA	NA	NA	NA	NA	NA
ABalppaaaa	25	61.2	48.2	48.9	44.7	66.6
ABalppaaap	NA	NA	NA	NA	NA	NA
ABalppaaapa	250	51.5	90.3	30.2	46.6	60.2
ABalppaaapp	250	51.5	90.3	30.2	46.6	60.2
ABalppaap	NA	NA	NA	NA	NA	NA
ABalppaapa	25	99.5	53.7	47.4	60.5	52.6
ABalppaapp	NA	NA	NA	NA	NA	NA
ABalppaappa	105	56.6	108.9	41.1	61.3	79.7
ABalppaappp	245	56.6	108.9	41.1	61.3	79.7
ABalppap	NA	NA	NA	NA	NA	NA
ABalppapa	NA	NA	NA	NA	NA	NA
ABalppapaa	NA	NA	NA	NA	NA	NA
ABalppapaaa	250	63.3	108.9	61.3	67.7	90.3
ABalppapaap	250	63.3	108.9	61.3	67.7	90.3
ABalppapap	NA	NA	NA	NA	NA	NA
ABalppapapa	255	58.3	108.9	58.2	71	86.8
ABalppapapp	255	58.3	108.9	58.2	71	86.8
ABalppapp	NA	NA	NA	NA	NA	NA
ABalppappa	NA	NA	NA	NA	NA	NA
ABalppappaa	260	70	108.9	65.9	64.3	83.3
ABalppappap	260	70	108.9	65.9	67.7	83.3
ABalppappp	NA	NA	NA	NA	NA	NA
ABalppapppa	NA	81.7	121.8	78.1	82.1	104.3
ABalppapppaa	140	NA	NA	NA	NA	NA
ABalppapppap	30	NA	NA	NA	NA	NA
ABalppapppp	265	81.7	121.8	78.1	38.7	104.3
ABalppp	NA	NA	NA	NA	NA	NA
ABalpppa	NA	NA	NA	NA	NA	NA
ABalpppaa	NA	NA	NA	NA	NA	NA
ABalpppaaa	NA	NA	NA	NA	NA	NA
ABalpppaaaa	235	34.6	84.7	44.3	33.5	76.2
ABalpppaaap	235	34.6	84.7	44.3	33.5	76.2
ABalpppaap	NA	NA	NA	NA	NA	NA
ABalpppaapd	225	55	84.7	34.9	45	58.5
ABalpppaapv	25	55	84.7	34.9	45	58.5
ABalpppap	NA	NA	NA	NA	NA	NA
ABalpppapa	NA	NA	NA	NA	NA	NA
ABalpppapad	250	66.7	110.7	61.3	74.1	93.8
ABalpppapav	250	66.7	110.7	61.3	74.1	93.8
ABalpppapp	NA	NA	NA	NA	NA	NA
ABalpppappa	25	40.3	36.9	35.5	42.3	42.2
ABalpppappp	NA	81.7	NA	70.4	74.1	NA
ABalpppapppa	170	NA	44.7	NA	NA	5.6
ABalpppapppp	25	NA	44.7	NA	NA	5.6
ABalpppp	NA	NA	NA	NA	NA	NA
ABalppppa	NA	NA	NA	NA	NA	NA
ABalppppaa	NA	NA	NA	NA	NA	NA
ABalppppaad	260	66.7	97.7	53.6	58	100.8
ABalppppaav	45	37.2	62.5	45.6	56.3	47.7
ABalppppap	NA	NA	NA	NA	NA	NA
ABalppppapa	NA	73.4	112.6	67.4	75.7	93.8
ABalppppapaa	140	NA	NA	NA	NA	NA
ABalppppapap	30	NA	NA	NA	NA	NA
ABalppppapp	20	37	42.9	41.9	48.9	37.1
ABalppppp	NA	NA	NA	NA	NA	NA
ABalpppppa	NA	NA	NA	NA	NA	NA
ABalpppppaa	270	86.6	114.5	81.1	85.4	109.4
ABalpppppap	270	86.6	114.5	81.1	85.4	109.4
ABalpppppp	NA	NA	NA	NA	NA	NA
ABalppppppa	NA	NA	NA	NA	NA	NA
ABalppppppaa	200	29.4	52.5	1.6	21.8	45.9
ABalppppppap	35	29.4	52.5	1.6	21.8	45.9
ABalppppppp	NA	NA	NA	NA	NA	NA
ABalpppppppa	200	22.6	52.5	19.2	30.1	44.1
ABalpppppppp	200	22.6	52.5	19.2	30.1	44.1
ABar	NA	NA	NA	NA	NA	NA
ABara	NA	NA	NA	NA	NA	NA
ABaraa	NA	NA	NA	NA	NA	NA
ABaraaa	NA	NA	NA	NA	NA	NA
ABaraaaa	NA	NA	NA	NA	NA	NA
ABaraaaaa	NA	NA	NA	NA	NA	NA
ABaraaaaaa	NA	NA	NA	NA	NA	NA
ABaraaaaaaa	225	53.3	105.3	44.3	46.6	81.6
ABaraaaaaap	225	44.5	105.3	44.3	46.6	81.6
ABaraaaaap	NA	NA	NA	NA	NA	NA
ABaraaaaapa	220	56.4	107.1	47.4	53.2	74.5
ABaraaaaapp	220	61.7	107.1	47.4	53.2	74.5
ABaraaaap	NA	NA	NA	NA	NA	NA
ABaraaaapa	NA	NA	NA	NA	NA	NA
ABaraaaapaa	45	39.7	70.4	17.5	31.8	44.1
ABaraaaapap	225	39.7	95.9	17.5	31.8	44.1
ABaraaaapp	35	81.7	98.1	84.7	85.7	65
ABaraaap	NA	NA	NA	NA	NA	NA
ABaraaapa	NA	NA	NA	NA	NA	NA
ABaraaapaa	NA	NA	NA	NA	NA	NA
ABaraaapaaa	255	78.3	120	52	77.4	102.5
ABaraaapaap	255	78.3	120	52	77.4	102.5
ABaraaapap	NA	NA	NA	NA	NA	NA
ABaraaapapa	270	104.6	136.4	78.1	97.9	124.9
ABaraaapapp	270	97.6	136.4	78.1	97.9	124.9
ABaraaapp	NA	NA	NA	NA	NA	NA
ABaraaappa	NA	NA	NA	NA	NA	NA
ABaraaappaa	245	68.4	90.3	52	51.6	74.5
ABaraaappap	245	68.4	90.3	52	51.6	74.5
ABaraaappp	NA	NA	NA	NA	NA	NA
ABaraaapppa	250	64.9	112.6	23.5	56.4	62
ABaraaapppp	250	66.7	112.6	44.3	56.4	62
ABaraap	NA	NA	NA	NA	NA	NA
ABaraapa	NA	NA	NA	NA	NA	NA
ABaraapaa	NA	NA	NA	NA	NA	NA
ABaraapaaa	NA	NA	NA	NA	NA	NA
ABaraapaaaa	250	78.3	116.3	67.2	67.7	106
ABaraapaaap	250	78.3	116.3	72	67.7	106
ABaraapaap	NA	NA	NA	NA	NA	NA
ABaraapaapa	265	93.2	127.3	85.7	88.5	114.7
ABaraapaapp	265	93.2	127.3	85.7	88.5	114.7
ABaraapap	NA	NA	NA	NA	NA	NA
ABaraapapa	NA	NA	NA	NA	NA	NA
ABaraapapaa	NA	103	136.4	88.7	93.3	114.7
ABaraapapaad	25	NA	NA	NA	NA	NA
ABaraapapaav	140	NA	NA	NA	NA	NA
ABaraapapap	270	103	136.4	88.7	93.3	114.7
ABaraapapp	NA	NA	NA	NA	NA	NA
ABaraapappa	225	56.6	64.3	44.3	49.8	79.7
ABaraapappp	225	56.6	101.5	44.3	49.8	79.7
ABaraapp	NA	NA	NA	NA	NA	NA
ABaraappa	NA	NA	NA	NA	NA	NA
ABaraappaa	NA	NA	NA	NA	NA	NA
ABaraappaaa	245	65	110.7	56.7	67.7	86.8
ABaraappaap	245	65	108.8	56.7	67.7	86.8
ABaraappap	NA	NA	NA	NA	NA	NA
ABaraappapa	265	88.3	127.3	75.1	86.9	109.4
ABaraappapp	265	88.3	127.3	75.1	86.9	109.4
ABaraappp	NA	NA	NA	NA	NA	NA
ABaraapppa	NA	NA	NA	NA	NA	NA
ABaraapppaa	NA	91.5	141.8	87.2	88.5	104.3
ABaraapppaad	25	NA	NA	NA	NA	NA
ABaraapppaav	140	NA	NA	NA	NA	NA
ABaraapppap	270	91.5	87.4	87.2	88.5	104.3
ABaraapppp	NA	NA	NA	NA	NA	NA
ABaraappppa	230	70	107.1	38	51.6	69.2
ABaraappppp	230	70	107.1	38	51.6	69.2
ABarap	NA	NA	NA	NA	NA	NA
ABarapa	NA	NA	NA	NA	NA	NA
ABarapaa	NA	NA	NA	NA	NA	NA
ABarapaaa	NA	NA	NA	NA	NA	NA
ABarapaaaa	NA	NA	NA	NA	NA	NA
ABarapaaaaa	230	69.5	110.7	69	69.4	93.8
ABarapaaaap	230	80	110.7	69	69.4	93.8
ABarapaaap	NA	NA	NA	NA	NA	NA
ABarapaaapa	225	66.7	110.7	61.3	62.9	79.7
ABarapaaapp	40	61.4	46.8	59.7	52.7	50.2
ABarapaap	NA	NA	NA	NA	NA	NA
ABarapaapa	NA	NA	NA	NA	NA	NA
ABarapaapaa	210	65	103.3	55.1	56.4	79.7
ABarapaapap	30	65	103.3	55.1	56.4	57.5
ABarapaapp	NA	NA	NA	NA	NA	NA
ABarapaappa	265	103	136.4	88.7	99.5	121.5
ABarapaappp	265	103	136.4	88.7	99.5	121.5
ABarapap	NA	NA	NA	NA	NA	NA
ABarapapa	NA	NA	NA	NA	NA	NA
ABarapapaa	NA	NA	NA	NA	NA	NA
ABarapapaaa	35	54	67.5	57.5	44.3	74.7
ABarapapaap	NA	78.3	NA	73.5	62.9	NA
ABarapapaapa	160	NA	5.9	NA	NA	14.8
ABarapapaapp	30	NA	5.9	NA	NA	14.8
ABarapapap	NA	NA	NA	NA	NA	NA
ABarapapapa	270	68.9	127.3	82.7	74.1	111.3
ABarapapapp	270	91.5	127.3	82.7	74.1	111.3
ABarapapp	NA	NA	NA	NA	NA	NA
ABarapappa	NA	NA	NA	151.7	NA	NA
ABarapappaa	230	38	77.2	NA	28.5	35
ABarapappap	35	38	77.2	NA	28.5	35
ABarapappp	NA	NA	NA	NA	NA	NA
ABarapapppa	290	104.6	136.4	103.6	104.2	128.3
ABarapapppp	290	104.6	136.4	103.6	104.2	128.3
ABarapp	NA	NA	NA	NA	NA	NA
ABarappa	NA	NA	NA	NA	NA	NA
ABarappaa	NA	NA	NA	NA	NA	NA
ABarappaaa	NA	NA	NA	NA	NA	NA
ABarappaaaa	245	68.4	105.3	52	59.6	90.3
ABarappaaap	55	68.4	81.8	52	59.6	90.3
ABarappaap	NA	NA	NA	NA	NA	NA
ABarappaapa	235	60	71.9	44.1	51.6	88.6
ABarappaapp	25	40.8	107.1	49	51.6	73.8
ABarappap	NA	NA	NA	NA	NA	NA
ABarappapa	NA	NA	NA	NA	NA	NA
ABarappapaa	255	78.3	121.8	72	71	102.5
ABarappapap	NA	78.3	121.8	72	71	102.5
ABarappapapa	25	NA	NA	NA	NA	NA
ABarappapapp	145	NA	NA	NA	NA	NA
ABarappapp	NA	NA	NA	NA	NA	NA
