"Cell","Time","Defect_Count","ExpLevel","Expressing","Mean_Dev","Max_Dev","Mean_NN_score","Max_NN_score"
"ABalaaapp",175,0,21001,TRUE,3.40862731860895,4.68476875379165,0.497551027072007,0.55900301412638
"ABalaaappl",226,0,23291,TRUE,2.50718336478432,4.63298532765992,0.565045493988015,0.655272004961966
"ABalaaappll",312,1,23291,TRUE,2.73382709688934,3.77406489187406,0.82975681274406,1.08464449365041
"ABalaaapplr",312,1,23291,TRUE,2.65874304230435,4.30128471489238,0.818652073763462,1.08578572876928
"ABalaaappr",226,0,23432,TRUE,2.40577068586963,3.64781752000269,0.624142905594848,0.742253470309943
"ABalaaapprl",300,1,23432,TRUE,2.44655799961493,3.55963899147817,0.707201233407294,0.85062209386413
"ABalaaapprr",300,0,23432,TRUE,2.76930769017925,4.10247038859626,0.806520230068572,0.952306414324308
"ABalaap",103,0,2957,FALSE,3.13662987691023,4.21028022796448,0.219749405189103,0.257931001116238
"ABalaapa",137,0,6146,TRUE,2.8217771748139,4.31104975273604,0.386267570641206,0.466271865580119
"ABalaapaa",181,0,17745,TRUE,3.40150789247252,5.18023254818461,0.477850057796539,0.511043571383081
"ABalaapaaa",236,1,17745,TRUE,3.2213273224778,4.72063228118748,0.682844333833777,0.84682919661781
"ABalaapaaal",334,1,17745,TRUE,3.60161323335279,5.65389093678369,1.0501432773806,1.35498470705397
"ABalaapaaar",334,0,17745,TRUE,2.89433085881904,4.23469245923045,0.815197334837391,1.06951368320073
"ABalaapaap",236,0,17745,TRUE,3.02184194679274,4.63761799543117,0.636893327949292,0.737547044168639
"ABalaapaapa",325,1,17745,TRUE,3.03406006152585,4.22395556866341,0.894562279281271,1.0048833360516
"ABalaapaapp",325,2,17745,TRUE,3.07700279321231,4.23192929785239,0.863099359234306,1.15050512413879
"ABalaapap",181,0,15922,TRUE,2.89724070864757,4.58352154849332,0.55192239779523,0.65558419898949
"ABalaapapa",235,0,15922,TRUE,3.97584506489971,6.23053709214439,0.759466206746615,0.925172450959445
"ABalaapapp",235,0,16431,TRUE,2.91118313097338,4.6044407935838,0.632433937523995,0.808437361521474
"ABalaapappa",309,0,16431,TRUE,2.33428018254699,4.18331295323212,0.905007146749007,1.22365928246382
"ABalaapappp",309,0,16431,TRUE,2.11695165721176,3.33128380020467,1.00484375891624,1.46556797016391
"ABalaapp",137,0,5333,TRUE,2.30157940156612,4.2566618369103,0.394745973289378,0.448685711766527
"ABalaappa",175,0,13031,TRUE,3.86766275302475,5.77266512080992,0.610903216711943,0.711690632046893
"ABalaappaa",230,0,13031,TRUE,2.69213759933976,4.30803404663708,0.734844690611876,0.848231977149617
"ABalaappap",230,1,15050,TRUE,3.37115219224107,5.44128468344175,0.908198554741714,1.07497676378095
"ABalaappapa",308,0,15050,TRUE,2.21162714699259,3.40459101973472,0.794802208846571,0.907342754090848
"ABalaappapp",308,0,15050,TRUE,2.54512935153731,4.00116596953997,0.722072168048686,0.893110189552364
"ABalaappp",175,0,12351,TRUE,3.47119031695277,5.20539311375859,0.499066105882866,0.519191147643124
"ABalaapppa",223,0,16580,TRUE,2.8256240279422,4.28321957562396,0.64860037093914,0.746316757085107
"ABalaapppaa",316,0,16580,TRUE,2.68302394653063,3.79168698899974,0.72303543943992,0.894360453129088
"ABalaapppap",316,0,16580,TRUE,3.37191069999617,4.64292483999846,0.734684736865408,1.03235852476866
"ABalaapppp",223,0,15382,TRUE,2.97620163615112,4.34316547075284,0.63216618902644,0.680670795338479
"ABalaappppa",289,1,15382,TRUE,3.46087127640958,4.99913833091403,0.763360957348601,0.934901020352158
"ABalaappppaa",400,0,15382,TRUE,NA,NA,NA,NA
"ABalaappppap",400,0,15382,TRUE,NA,NA,NA,NA
"ABalaappppp",289,1,15382,TRUE,3.49032013939825,5.14762284963382,0.723031638728073,0.852059825373458
"ABalap",75,0,2957,FALSE,2.80113285722084,3.7536575580034,0.150169042525078,0.183914795652206
"ABalapa",103,0,3846,FALSE,2.44467119936666,3.53614254308178,0.191242927442697,0.241841511563999
"ABalapaa",135,0,6699,TRUE,2.65585127592824,4.19814787022882,0.32543680785605,0.353493990661238
"ABalapaaa",175,0,12066,TRUE,2.65180444983862,4.16159787201369,0.556603801272655,0.632469836181281
"ABalapaaaa",229,1,12066,TRUE,3.05071749955179,5.5146529427332,0.697813400617978,0.962410324847379
"ABalapaaaaa",348,2,12066,TRUE,5.99146660659765,7.51244111987512,1.48217760283088,2.22120058587753
"ABalapaaaap",348,2,12066,TRUE,7.18459658980571,8.73326598632684,1.63659429000711,2.41548822388905
"ABalapaaap",229,1,12066,TRUE,2.89422933684477,4.70758288796069,0.607593367001992,0.968712902408748
"ABalapaaapa",301,1,12066,TRUE,2.96357392015278,5.03522744243086,0.691988003309609,0.994384110953463
"ABalapaaapp",301,2,12066,TRUE,3.09662756612225,4.48467959148165,0.799535905914616,1.23705306059198
"ABalapaap",175,0,11135,TRUE,3.53109631599129,5.42542178609704,0.566142687051372,0.697770649902494
"ABalapaapa",225,1,12274,TRUE,2.75867109092281,4.79332023937254,0.665902033749239,1.0187458201702
"ABalapaapaa",321,0,12274,TRUE,1.71041609344963,3.01445308058328,0.720241303920543,0.994857726485677
"ABalapaapap",321,0,12274,TRUE,2.39048731960115,3.74112235921692,0.756671007869146,0.995923861839964
"ABalapaapp",225,1,11464,TRUE,2.797192663975,4.72876307076491,0.633986234137563,0.876320901939022
"ABalapaappa",291,0,11464,TRUE,2.22887526081303,3.42017453541005,0.76442070643296,0.891061990278418
"ABalapaappaa",400,0,11464,TRUE,NA,NA,NA,NA
"ABalapaappap",400,0,11464,TRUE,NA,NA,NA,NA
"ABalapaappp",291,0,11464,TRUE,2.37978940067086,3.87624416555688,0.719673692817198,0.948567510553151
"ABalapap",135,0,5598,TRUE,2.65380950245269,4.46015390398272,0.340091870071837,0.422585601283051
"ABalapapa",171,0,9604,TRUE,3.7089834566263,5.34130003476241,0.60627067529319,0.699580373356069
"ABalapapaa",226,0,9604,TRUE,2.52606690478409,4.42875156859854,0.643463504884288,0.797463708338024
"ABalapapap",226,0,9884,TRUE,2.16657498854604,3.62099819894225,0.646698485381308,0.85212577932791
"ABalapapapa",291,0,9884,TRUE,2.44478593471763,3.81096938646023,0.865622027461588,1.14253327943507
"ABalapapapaa",400,0,9884,TRUE,NA,NA,NA,NA
"ABalapapapap",400,0,9884,TRUE,NA,NA,NA,NA
"ABalapapapp",291,0,9884,TRUE,1.86222471058186,3.27520626343134,0.786533701586751,1.03154646516589
"ABalapapp",171,0,10692,TRUE,2.9069252237673,4.48076713744657,0.597322068144978,0.696903083734799
"ABalapappa",218,0,10775,TRUE,2.1001816975476,3.44685944349136,0.541616813267262,0.689984521996607
"ABalapappaa",279,0,10775,TRUE,2.20109170461732,3.69524038475512,0.776403477449244,0.989937609810999
"ABalapappaaa",400,0,10775,TRUE,NA,NA,NA,NA
"ABalapappaap",400,0,10775,TRUE,NA,NA,NA,NA
"ABalapappap",279,0,10775,TRUE,2.16582753478605,3.91971659376301,0.705348009831224,0.850228927676054
"ABalapappp",218,0,10692,TRUE,2.41459828911585,3.99840477334461,0.615820553143546,0.721522442325015
"ABalapapppa",294,0,10692,TRUE,2.35795609545511,4.23062900585732,0.768852675141088,0.988582231128003
"ABalapapppp",294,0,10692,TRUE,2.06658964311348,4.3223214803203,0.767350032695798,1.09360904803595
"ABalapp",103,0,2957,FALSE,2.36636095627793,3.42244044605662,0.253317442587932,0.285367172620474
"ABalappa",135,0,5646,TRUE,2.87655798860755,4.58213777126375,0.422624367004835,0.582120431813825
"ABalappaa",178,0,10122,TRUE,3.25721820360697,5.12018782478734,0.548664241187106,0.797759607415527
"ABalappaaa",239,0,10122,TRUE,3.01418452424812,4.3645054061479,0.590565592320362,0.804131878657749
"ABalappaap",239,1,10122,TRUE,2.60602290241295,4.12141369206639,0.676804568738489,0.853619928597622
"ABalappaapa",339,0,10122,TRUE,3.33100291732773,4.46081511206006,0.932757878373996,1.19866421580197
"ABalappaapp",339,0,10122,TRUE,3.12684289465329,6.53357354578273,0.796916689166382,0.86517029636833
"ABalappap",178,1,11080,TRUE,3.512565026214,4.86446551981439,0.56494742821663,0.823658791250023
"ABalappapa",227,0,11132,TRUE,2.83150983225134,4.7584496023777,0.613390199089034,0.732739262014427
"ABalappapaa",332,0,11132,TRUE,2.79241591739322,4.50014348555285,0.948148049129474,1.29236012420085
"ABalappapap",332,0,11132,TRUE,3.09466298002291,4.5170210143613,1.03330242230848,1.29517645218876
"ABalappapp",227,0,11080,TRUE,2.88032274307529,4.67569657723063,0.586140888345283,0.680778412205684
"ABalappappa",295,0,11080,TRUE,2.34795144744807,3.36066082921986,0.734762965108769,0.946229278489778
"ABalappappp",295,0,11080,TRUE,2.46344990633705,3.68924720249182,0.76707019303446,0.891038033006197
"ABalappp",135,0,5514,TRUE,2.36663471394701,4.24943591750088,0.427863317469866,0.489712600594038
"ABalapppa",172,0,9326,TRUE,2.91169974099946,4.40469688967804,0.537049093430442,0.653781093583242
"ABalapppaa",219,0,9326,TRUE,2.58208136233365,4.95895325716456,0.557100038114266,0.630620411827084
"ABalapppaaa",295,0,9326,TRUE,2.28927724527388,3.3352461856425,0.718760268081757,0.8551077177259
"ABalapppaap",295,0,9326,TRUE,2.32941577975789,3.69518812516198,0.721843967992468,0.849049596563845
"ABalapppap",219,0,9326,TRUE,2.44276543528947,3.85107886214756,0.567116752895635,0.717189332777576
"ABalapppapa",284,0,9326,TRUE,2.0067823174395,3.71098693612481,0.735902487341312,0.928672868086084
"ABalapppapaa",400,0,9326,TRUE,NA,NA,NA,NA
"ABalapppapap",400,0,9326,TRUE,NA,NA,NA,NA
"ABalapppapp",284,1,9326,TRUE,2.11912609963249,4.56469236522778,0.78286137906073,1.04252471109063
"ABalapppp",172,0,8719,TRUE,2.34737765613077,3.91821157104204,0.543344015071355,0.643540046408077
"ABalappppa",219,0,9911,TRUE,2.48905958668056,3.6689615184912,0.57159579278388,0.607326515537243
"ABalappppaa",278,0,9911,TRUE,2.27157402337684,4.17428020014691,0.678508172557037,0.887862512079565
"ABalappppaaa",400,0,9911,TRUE,NA,NA,NA,NA
"ABalappppaap",400,0,9911,TRUE,NA,NA,NA,NA
"ABalappppap",278,0,9911,TRUE,2.36531854337364,4.36171710415016,0.768129867473882,0.857501562314745
"ABalappppp",219,0,8719,TRUE,2.4336759920926,3.83581461394924,0.693184671075566,0.836472664496788
"ABalapppppa",291,0,8719,TRUE,2.0871704277558,3.68608039340815,0.736184412927258,0.924088347419906
"ABalapppppp",291,0,8719,TRUE,1.87957852210278,3.02215161033828,0.769605570072584,0.923022473774336
"ABalp",56,0,2957,FALSE,2.89740742105607,4.96001225882253,0.120845258272709,0.137943032413843
"ABalpa",75,0,2957,FALSE,2.88426633503094,4.00425478534303,0.153350267611674,0.1637996242799
"ABalpaa",102,0,3849,FALSE,3.31108149839786,4.41486293098725,0.194115197817727,0.218189506690867
"ABalpaaa",134,0,6846,TRUE,3.87060394022141,5.47204199912769,0.308876691291326,0.329433517338522
"ABalpaaaa",177,0,7608,TRUE,4.15478546709891,6.06638939281636,0.496608615467235,0.589349525517842
"ABalpaaaaa",232,1,7608,TRUE,3.26167765664474,4.98413582395881,0.715740720065578,1.01248560207591
"ABalpaaaaaa",307,1,7608,TRUE,2.63732705177496,4.19832495631724,0.880985895877432,1.16666371845816
"ABalpaaaaap",307,3,7608,TRUE,3.47491079172538,5.39403569932994,1.02268324897771,1.37637261479212
"ABalpaaaap",232,0,7608,TRUE,3.01405765136415,4.53667122867884,0.77876100608121,0.995119762817867
"ABalpaaaapa",318,0,7608,TRUE,2.43838044333996,4.25249097475632,0.910621063401156,1.00761234671378
"ABalpaaaapp",318,0,7608,TRUE,2.09991942828187,5.42933372213015,0.934297280104373,1.0443519018944
"ABalpaaap",177,0,6846,TRUE,3.6696169675201,5.35846351268458,0.572927112325031,0.796582662040139
"ABalpaaapa",230,1,6846,TRUE,3.06781706462543,4.79972053767075,0.712301417482472,1.09057771892733
"ABalpaaapaa",315,0,6846,TRUE,2.81184859179156,3.93373390705325,0.861435144150969,1.03678980139967
"ABalpaaapap",315,2,6846,TRUE,3.2276866533155,4.63186156301053,0.919338858077622,1.07126378838273
"ABalpaaapp",230,1,6846,TRUE,2.82264531092178,4.1060969520036,0.768691637257064,1.39614211223349
"ABalpaaappa",313,1,6846,TRUE,2.96726796436254,4.78001967130538,0.931317526543413,1.18943538843629
"ABalpaaappp",313,1,6846,TRUE,2.81620808828531,4.54023629634832,0.915438865781625,1.42623515861766
"ABalpaap",134,0,9277,TRUE,3.55390679994731,5.01012987517379,0.321219603360412,0.344985899970902
"ABalpaapa",170,0,13644,TRUE,4.29212662932692,5.86084205972196,0.539072776046576,0.636863317863895
"ABalpaapaa",212,1,13644,TRUE,2.93119472076578,5.03889192326975,0.59847553493874,0.885875888495732
"ABalpaapaaa",284,1,13644,TRUE,2.6442099634887,4.74533181678591,0.760031469505888,1.00271470296494
"ABalpaapaap",284,0,13644,TRUE,2.06435799250041,3.86980032724023,0.761983031274791,0.960397045029368
"ABalpaapap",212,0,13644,TRUE,3.10882948274157,5.05298279314576,0.518719401579035,0.610173808603895
"ABalpaapapa",263,1,13644,TRUE,2.49693699250147,4.58011942271986,0.814717695301328,0.920511056776612
"ABalpaapapp",263,0,13644,TRUE,1.85324272533303,3.2067143476113,0.720493846158054,0.931683451180998
"ABalpaapp",170,0,9779,TRUE,3.95733324437149,5.90821885652575,0.545066793253345,0.650162501162537
"ABalpaappa",222,0,11498,TRUE,2.60212411624546,5.18502853834165,0.649017562128317,0.717512238871634
"ABalpaappaa",309,0,11498,TRUE,1.96965024123592,3.37722913635143,0.804155029585732,1.07015039030105
"ABalpaappap",309,0,11498,TRUE,2.17740447245969,3.63410370809831,0.769157748042363,0.840188190392299
"ABalpaappp",222,0,9779,TRUE,2.89603261527611,4.10141861451203,0.629899566540043,0.688099697386789
"ABalpaapppa",297,0,9779,TRUE,2.28598535919354,3.76426369446631,0.749454908671707,1.01755395290849
"ABalpaapppp",297,0,9779,TRUE,2.65622967693998,4.08892434577906,0.764189068217789,1.17053962187583
"ABalpap",102,0,3818,FALSE,3.50201787126467,4.34579632381188,0.213617411095229,0.263860006982731
"ABalpapa",133,0,6722,TRUE,4.056964404835,5.7070466159643,0.322596496929653,0.354928805851876
"ABalpapaa",172,0,7715,TRUE,4.47741520190369,6.34257657913803,0.542863399145458,0.662918383045592
"ABalpapaaa",223,0,7715,TRUE,2.30294129800521,3.99364720075161,0.608308090303159,0.78442997948902
"ABalpapaaaa",291,1,7715,TRUE,2.69701955660239,3.9952394597749,0.802201887121255,1.20825557009196
"ABalpapaaap",291,1,7715,TRUE,3.13100394053269,5.64219685527141,0.896203192065182,1.31335987764039
"ABalpapaap",223,0,7715,TRUE,2.41935972660533,4.16141644074996,0.587827243731169,0.786714125475103
"ABalpapaapa",310,0,7715,TRUE,2.35955986260543,3.68845670441834,0.854235021125299,1.00205956306483
"ABalpapaapp",310,0,7715,TRUE,2.19502666027278,4.17807786475434,0.80084720170385,0.858991091503912
"ABalpapap",172,0,6722,TRUE,3.96305993165179,5.76540742458293,0.533903340705699,0.632055044745656
"ABalpapapa",222,0,6722,TRUE,2.81987168762562,4.5168106468073,0.528977920268464,0.642026416899598
"ABalpapapaa",290,0,6722,TRUE,1.83859596668615,3.1714616374642,0.67162422202642,0.738380750489942
"ABalpapapap",290,0,6722,TRUE,2.16930494697415,3.71716813099435,0.670404500498449,0.772446899510175
"ABalpapapapa",400,0,6722,TRUE,NA,NA,NA,NA
"ABalpapapapp",400,0,6722,TRUE,NA,NA,NA,NA
"ABalpapapp",222,0,6722,TRUE,2.67751055119887,5.04092713810712,0.542466146881747,0.606837746201744
"ABalpapappa",302,0,6722,TRUE,3.04284637590268,5.17935329705211,0.734452310325636,0.842947160461008
"ABalpapappp",302,0,6722,TRUE,2.28563128002985,3.64994019940341,0.673458433538873,0.733844203888422
"ABalpapp",133,0,4619,FALSE,3.52621108256223,4.68001965338427,0.375188279649529,0.452707921896088
"ABalpappa",168,0,4619,FALSE,4.12137444302916,5.63111802608814,0.552419391992036,0.795699641726108
"ABalpappaa",213,1,4619,FALSE,2.91104566022808,5.09530014279637,0.707268970261555,1.25652718388506
"ABalpappaaa",292,0,4619,FALSE,3.04230576435337,5.29352012838976,0.990549065694925,1.2649690320896
"ABalpappaap",292,1,4619,FALSE,2.72736726598061,5.38310212099326,0.906793290246109,1.37931303769875
"ABalpappaapa",400,0,4619,FALSE,NA,NA,NA,NA
"ABalpappaapp",400,0,4619,FALSE,NA,NA,NA,NA
"ABalpappap",213,2,4619,FALSE,2.88012148520418,4.2433010298404,0.687784464148214,1.05506746658284
"ABalpappapa",273,0,4619,FALSE,2.04194575597989,3.68852231266151,0.711317302964187,0.861321531374334
"ABalpappapp",273,0,4619,FALSE,2.23603860074789,4.035029225521,0.748804101964639,0.854698169755659
"ABalpappp",168,0,4619,FALSE,4.09283874078805,5.28639993822367,0.571352569383466,0.708933696278059
"ABalpapppa",213,0,4619,FALSE,1.99469884306427,3.24137974876636,0.646938272505857,0.807939362539697
"ABalpapppaa",324,0,4619,FALSE,1.66093072196865,2.58970100117486,0.863534537879836,1.03194947316371
"ABalpapppap",324,1,4619,FALSE,2.04931441054784,3.16966925806342,0.852201708678579,1.04185071745098
"ABalpapppp",213,0,4619,FALSE,2.54351071944947,3.74269155789712,0.585365574662371,0.705169068281244
"ABalpappppa",265,0,4619,FALSE,1.85258790841996,3.62811533802804,0.753431269045583,0.884604858967853
"ABalpappppp",265,0,4619,FALSE,1.79981628691665,3.38569689422932,0.696938784783057,0.803373956650632
"ABalpp",75,0,2957,FALSE,2.18148653119901,3.45622682460773,0.179904831973795,0.226881220777689
"ABalppa",103,0,2957,FALSE,3.60586145431227,4.9015707481378,0.251558730234172,0.313875806447746
"ABalppaa",135,0,9001,TRUE,4.52328535680704,6.29142592524648,0.380328441007655,0.403431678632903
"ABalppaaa",179,0,14332,TRUE,3.30079604249792,4.94120004189963,0.551659928274309,0.662019728611894
"ABalppaaaa",234,0,14332,TRUE,2.55695214193381,4.06751697810303,0.735215520694957,1.00300847895909
"ABalppaaap",234,0,19191,TRUE,2.72407578481068,4.40492215580587,0.630874961003613,0.854867537333352
"ABalppaaapa",311,0,19191,TRUE,3.21918731259184,4.72559873838041,0.744168137637195,1.0508604789026
"ABalppaaapp",311,0,19191,TRUE,2.84429471781269,3.80604916554224,0.778491029855113,0.884603946677939
"ABalppaap",179,0,13995,TRUE,3.27015899545093,4.87337104990652,0.553385267278051,0.678906260682823
"ABalppaapa",231,0,13995,TRUE,3.08277552010739,4.73360814447646,0.65627338284898,0.815114002340104
"ABalppaapp",231,0,17168,TRUE,2.40568402524438,3.87962683972434,0.568252871275947,0.652382730417923
"ABalppaappa",308,0,17168,TRUE,3.267344974164,5.19843757820373,0.813784542532682,1.14822298311403
"ABalppaappp",308,1,17168,TRUE,2.36436848293671,4.45829297482427,0.834719114076469,0.925188212662174
"ABalppap",135,0,6167,TRUE,3.9425335792408,5.4590046000037,0.366179137814366,0.420529260848971
"ABalppapa",172,0,6167,TRUE,3.75856686640642,5.52767765123254,0.556244646450997,0.722290419099852
"ABalppapaa",220,0,8916,TRUE,3.09581102807676,5.05988098445783,0.619231196921079,0.675927929542468
"ABalppapaaa",305,0,8916,TRUE,2.24597873777081,4.08725736817223,0.744442235582032,0.781618009834822
"ABalppapaap",305,0,8916,TRUE,2.46529032254564,4.00411014166755,0.823908447380437,0.947691402311272
"ABalppapap",220,0,6189,TRUE,2.86340344672779,4.87352111856802,0.575409357167127,0.628834953988993
"ABalppapapa",299,0,6189,TRUE,2.09933423949459,3.30034041928303,0.773480736181331,0.915938405796885
"ABalppapapp",299,0,6189,TRUE,2.51433533859917,4.0110895438809,0.782552732234886,0.88263310531634
"ABalppapp",172,0,6167,TRUE,3.26200458164117,4.67337015981193,0.49417507150173,0.612007163688851
"ABalppappa",218,0,6693,TRUE,2.49372369080391,4.35961103104911,0.578085149253691,0.635133650443863
"ABalppappaa",296,0,6693,TRUE,1.96015215051562,3.20362537868029,0.743917655187212,0.913294431147136
"ABalppappap",296,0,6693,TRUE,2.05956027864864,3.18538391568349,0.764533444330303,0.899969616462958
"ABalppappp",218,0,6167,TRUE,2.45057958240721,4.24530984243243,0.51393762690045,0.587930772658773
"ABalppapppa",286,0,6167,TRUE,1.98161707336082,3.81428482490627,0.753735462841616,0.810027931583428
"ABalppapppaa",400,0,6167,TRUE,NA,NA,NA,NA
"ABalppapppap",400,0,6167,TRUE,NA,NA,NA,NA
"ABalppapppp",286,0,6167,TRUE,1.81509450404486,3.3384493382723,0.672677849512393,0.746264535409914
"ABalppp",103,0,3245,FALSE,2.90784620026889,3.81513800029879,0.281927933677895,0.34047733676057
"ABalpppa",134,0,6529,TRUE,2.35583383940581,3.57334837762986,0.406527507237983,0.458928269211524
"ABalpppaa",173,0,9639,TRUE,2.81533735706942,4.12351112287211,0.53285997009446,0.617237270026761
"ABalpppaaa",227,0,10775,TRUE,2.50019198689451,4.49232858144969,0.558726765880052,0.749449959799149
"ABalpppaaaa",313,0,10775,TRUE,2.79966018820135,4.86153551735163,0.754953460412086,0.943152210885592
"ABalpppaaap",313,0,10775,TRUE,2.51964089722865,3.92914182813405,0.719870740564237,0.874187866954868
"ABalpppaap",227,0,10158,TRUE,2.6271563652561,4.12502933804572,0.547728259457673,0.696619783441101
"ABalpppaapd",318,0,10158,TRUE,2.12555182244273,3.39517879124432,0.586585092417386,0.843128059879135
"ABalpppaapv",318,0,10158,TRUE,2.24550808996206,3.68903734241377,0.614850681304764,0.840191133507798
"ABalpppap",173,0,11112,TRUE,2.71480794155051,4.25516652705028,0.549837419569201,0.730472000242927
"ABalpppapa",220,0,12003,TRUE,2.75475456793517,4.71535087828793,0.548217867646397,0.694911930286396
"ABalpppapad",298,0,12003,TRUE,2.3121873327849,3.98352723042508,0.701241249928212,0.932899540673583
"ABalpppapav",298,0,12003,TRUE,2.66532372049771,4.54612225398154,0.737926040863939,0.873571541424234
"ABalpppapp",220,0,12671,TRUE,2.23684238020031,3.78985870418809,0.520270486240048,0.680457264674049
"ABalpppappa",287,0,12671,TRUE,1.79337695171105,2.70313337134415,0.622254271595291,0.740647967121873
"ABalpppappp",287,0,12671,TRUE,1.78357414743871,3.14982607496507,0.623997744830184,0.838314290702236
"ABalpppapppa",400,0,12671,TRUE,NA,NA,NA,NA
"ABalpppapppp",400,0,12671,TRUE,NA,NA,NA,NA
"ABalpppp",134,0,6143,TRUE,2.45646825737615,4.12117647222403,0.412058350527571,0.496880236898976
"ABalppppa",169,0,8949,TRUE,3.11310457115629,4.38443029698822,0.575367178211249,0.65163477739031
"ABalppppaa",218,0,8949,TRUE,2.31013118181917,3.80019932841603,0.607077781278065,0.681151387257446
"ABalppppaad",297,0,8949,TRUE,1.9836968704665,3.1028365114721,0.754288598386831,0.964864441459484
"ABalppppaav",297,0,8949,TRUE,2.05078500934454,3.66468915957786,0.694703437183406,0.750630479304818
"ABalppppap",218,0,9192,TRUE,2.36030459487712,4.18515039602606,0.551382029422342,0.605104314402513
"ABalppppapa",290,0,9192,TRUE,2.14639317920787,3.41697108080884,0.826765220118039,1.15231160631191
"ABalppppapaa",400,0,9192,TRUE,NA,NA,NA,NA
"ABalppppapap",400,0,9192,TRUE,NA,NA,NA,NA
"ABalppppapp",290,0,9192,TRUE,2.43329670678104,3.52328591895386,0.740265396768983,1.06367617902931
"ABalppppp",169,0,11743,TRUE,2.99306338498746,4.32002487139586,0.546803463480947,0.67896147260212
"ABalpppppa",211,0,11743,TRUE,2.31218726261358,4.14993250817012,0.509128832726386,0.552613773770378
"ABalpppppaa",286,0,11743,TRUE,1.67316911168549,3.71777966738139,0.672054034001392,0.826723940707805
"ABalpppppap",286,0,11743,TRUE,1.81870414637347,3.18024703256816,0.780312587622708,0.947374838400713
"ABalpppppp",211,0,13024,TRUE,2.46273278395549,3.96113743743498,0.49952816076415,0.597670195436369
"ABalppppppa",264,0,13024,TRUE,1.52852691114497,2.44693224108255,0.669108133901805,0.800204387472629
"ABalppppppaa",348,0,13024,TRUE,1.4613812059132,2.23977628044122,0.96731238763133,1.13707691806713
"ABalppppppap",348,0,13024,TRUE,1.96095444878981,3.24002743945444,1.08113485319045,1.2516654868166
"ABalppppppp",264,0,13024,TRUE,1.57484604463075,2.80467736491174,0.593917317610505,0.695433213224125
"ABalpppppppa",338,0,13024,TRUE,1.63647105395098,2.82978456883867,0.769715745892095,0.92173988010572
