Cell	20081128_sulston	20221004_JIM712_ceh-32_L4	20221004_JIM712_ceh-32_L2	20220915_JIM712_ceh-32_L4	20220923_JIM712_ceh-32_L4
AB	15	NA	NA	NA	NA
ABa	NA	NA	NA	NA	NA
ABal	NA	NA	NA	NA	NA
ABala	NA	NA	NA	NA	NA
ABalaa	NA	NA	NA	NA	NA
ABalaaa	NA	NA	NA	NA	NA
ABalaaaa	NA	NA	NA	NA	NA
ABalaaaal	NA	NA	NA	NA	NA
ABalaaaala	NA	NA	NA	NA	NA
ABalaaaalal	225	3.7	18.9	11	58.2
ABalaaaalar	45	3.7	18.9	11	58.2
ABalaaaalp	NA	NA	NA	NA	NA
ABalaaaalpa	35	9.1	41.3	24.8	43.4
ABalaaaalpp	180	9.1	41.3	24.8	43.4
ABalaaaar	NA	NA	NA	NA	NA
ABalaaaarl	NA	NA	NA	NA	NA
ABalaaaarla	90	9.1	48.7	35.9	15.1
ABalaaaarlp	235	9.1	48.7	35.9	15.1
ABalaaaarr	NA	NA	NA	NA	NA
ABalaaaarra	90	20.1	52.4	27.5	30.2
ABalaaaarrp	235	20.1	52.4	27.5	30.2
ABalaaap	NA	NA	NA	NA	NA
ABalaaapa	NA	NA	NA	NA	NA
ABalaaapal	NA	NA	NA	NA	NA
ABalaaapall	265	25.7	54.4	46.8	66.3
ABalaaapalr	265	25.7	54.4	46.8	66.3
ABalaaapar	NA	NA	NA	NA	NA
ABalaaaparl	95	21.8	35.7	33.1	63
ABalaaaparr	255	29.3	35.7	33.1	59.6
ABalaaapp	NA	NA	NA	NA	NA
ABalaaappl	NA	NA	NA	NA	NA
ABalaaappll	255	14.7	45	33.1	59.8
ABalaaapplr	95	14.7	45	33.1	59.8
ABalaaappr	NA	NA	NA	NA	NA
ABalaaapprl	265	22	56.1	46.8	58.2
ABalaaapprr	265	22	56.1	46.8	58.2
ABalaap	NA	NA	NA	NA	NA
ABalaapa	NA	NA	NA	NA	NA
ABalaapaa	NA	NA	NA	NA	NA
ABalaapaaa	NA	88.4	NA	NA	127
ABalaapaaal	50	NA	20.7	5.5	NA
ABalaapaaar	225	NA	20.7	5.5	NA
ABalaapaap	NA	NA	NA	NA	NA
ABalaapaapa	80	18.4	32	16.6	49.9
ABalaapaapp	230	18.4	32	16.6	49.9
ABalaapap	NA	NA	NA	NA	NA
ABalaapapa	20	NA	NA	109.3	NA
ABalaapapaa	NA	32.8	11.3	NA	61.4
ABalaapapap	NA	32.8	11.3	NA	59.6
ABalaapapp	NA	NA	NA	NA	NA
ABalaapappa	95	25.7	43.2	5.4	46.7
ABalaapappp	255	25.7	43.2	41.3	46.7
ABalaapp	NA	NA	NA	NA	NA
ABalaappa	NA	NA	NA	NA	NA
ABalaappaa	20	100.6	126.9	114.7	NA
ABalaappaaa	NA	NA	NA	NA	48.4
ABalaappaap	NA	NA	NA	NA	48.4
ABalaappap	NA	NA	NA	NA	NA
ABalaappapa	255	31.1	48.7	33.1	72.8
ABalaappapp	255	31.1	48.7	33.1	72.8
ABalaappp	NA	NA	NA	NA	NA
ABalaapppa	NA	NA	NA	NA	NA
ABalaapppaa	235	23.8	22.6	11	85.7
ABalaapppap	20	23.8	22.6	11	85.7
ABalaapppp	NA	NA	NA	NA	NA
ABalaappppa	NA	41.9	61.8	46.8	31.8
ABalaappppaa	140	NA	NA	NA	NA
ABalaappppap	30	NA	NA	NA	NA
ABalaappppp	260	41.9	61.8	46.8	31.8
ABalap	NA	NA	NA	NA	NA
ABalapa	NA	NA	NA	NA	NA
ABalapaa	NA	NA	NA	NA	NA
ABalapaaa	NA	NA	NA	NA	NA
ABalapaaaa	NA	95.4	NA	120.1	130.1
ABalapaaaaa	210	NA	7.6	NA	NA
ABalapaaaap	50	NA	7.6	NA	NA
ABalapaaap	NA	NA	NA	NA	NA
ABalapaaapa	260	22	54.4	41.3	46.7
ABalapaaapp	260	22	54.4	41.3	46.7
ABalapaap	NA	NA	NA	NA	NA
ABalapaapa	NA	104.1	NA	NA	NA
ABalapaapaa	230	NA	3.8	5.5	33.5
ABalapaapap	20	NA	3.8	5.5	33.5
ABalapaapp	NA	NA	NA	NA	NA
ABalapaappa	NA	34.7	65.5	41.3	58.2
ABalapaappaa	155	NA	NA	NA	NA
ABalapaappap	40	NA	NA	NA	NA
ABalapaappp	265	34.7	65.5	41.3	58.2
ABalapap	NA	NA	NA	NA	NA
ABalapapa	NA	NA	NA	NA	NA
ABalapapaa	29	NA	132.2	125.4	NA
ABalapapaaa	NA	22	NA	NA	36.8
ABalapapaap	NA	22	NA	NA	36.8
ABalapapap	NA	NA	NA	NA	NA
ABalapapapa	NA	36.5	50.7	57.8	71.2
ABalapapapaa	145	NA	NA	NA	NA
ABalapapapap	35	NA	NA	NA	NA
ABalapapapp	265	36.5	50.7	57.8	71.2
ABalapapp	NA	NA	NA	NA	NA
ABalapappa	NA	NA	NA	NA	NA
ABalapappaa	NA	40.1	69.2	66	85.7
ABalapappaaa	155	NA	NA	NA	NA
ABalapappaap	50	NA	NA	NA	NA
ABalapappap	270	40.1	69.2	66	85.7
ABalapappp	NA	NA	NA	NA	NA
ABalapapppa	260	9.1	52.4	46.8	53.3
ABalapapppp	260	9.1	52.4	46.8	53.3
ABalapp	NA	NA	NA	NA	NA
ABalappa	NA	NA	NA	NA	NA
ABalappaa	NA	NA	NA	NA	NA
ABalappaaa	30	88.3	110.2	70.7	105.2
ABalappaap	NA	NA	NA	NA	NA
ABalappaapa	210	9.1	20.7	33.1	43.4
ABalappaapp	30	9.1	20.7	22.1	43.4
ABalappap	NA	NA	NA	NA	NA
ABalappapa	NA	102.3	NA	89.6	131.7
ABalappapaa	220	NA	37.6	NA	NA
ABalappapap	70	NA	37.6	NA	NA
ABalappapp	NA	NA	NA	NA	NA
ABalappappa	260	34.7	61.8	38.5	61.4
ABalappappp	260	34.7	61.8	49.6	61.4
ABalappp	NA	NA	NA	NA	NA
ABalapppa	NA	NA	NA	NA	NA
ABalapppaa	NA	NA	NA	NA	NA
ABalapppaaa	245	29.3	52.4	41.3	53.3
ABalapppaap	245	29.3	52.4	41.3	53.3
ABalapppap	NA	NA	NA	NA	NA
ABalapppapa	NA	38.3	69.2	52.3	44.9
ABalapppapaa	145	NA	NA	NA	NA
ABalapppapap	35	NA	NA	NA	NA
ABalapppapp	265	38.3	69.2	52.3	46.7
ABalapppp	NA	NA	NA	NA	NA
ABalappppa	NA	NA	NA	NA	NA
ABalappppaa	NA	45.5	76.5	60.5	84.1
ABalappppaaa	155	NA	NA	NA	NA
ABalappppaap	55	NA	NA	NA	NA
ABalappppap	270	45.5	76.5	60.5	84.1
ABalappppp	NA	NA	NA	NA	NA
ABalapppppa	260	34.7	61.8	52.3	66.3
ABalapppppp	260	34.7	61.8	52.3	66.3
ABalp	NA	NA	NA	NA	NA
ABalpa	NA	NA	NA	NA	NA
ABalpaa	NA	NA	NA	NA	NA
ABalpaaa	NA	NA	NA	NA	NA
ABalpaaaa	NA	NA	NA	NA	NA
ABalpaaaaa	NA	NA	NA	NA	NA
ABalpaaaaaa	230	12.8	46.9	41.3	31.8
ABalpaaaaap	230	12.8	46.9	41.3	31.8
ABalpaaaap	NA	NA	NA	NA	NA
ABalpaaaapa	230	11	59.8	33.1	13.4
ABalpaaaapp	30	11	59.8	33.1	13.4
ABalpaaap	NA	NA	NA	NA	NA
ABalpaaapa	NA	NA	NA	NA	NA
ABalpaaapaa	205	5.5	41.3	35.9	11.8
ABalpaaapap	25	5.5	41.3	35.9	11.8
ABalpaaapp	NA	97.1	NA	NA	NA
ABalpaaappa	30	NA	30.1	38.6	20.2
ABalpaaappp	210	NA	30.1	38.6	20.2
ABalpaap	NA	NA	NA	NA	NA
ABalpaapa	NA	NA	NA	NA	NA
ABalpaapaa	NA	NA	NA	NA	NA
ABalpaapaaa	250	38.3	74.7	63.2	76.1
ABalpaapaap	250	38.3	74.7	63.2	76.1
ABalpaapap	NA	NA	NA	NA	NA
ABalpaapapa	270	58.1	96.5	82.3	92.2
ABalpaapapp	270	58.1	96.5	82.3	92.2
ABalpaapp	NA	NA	NA	NA	NA
ABalpaappa	NA	NA	NA	NA	NA
ABalpaappaa	245	18.4	52.4	46.8	43.4
ABalpaappap	245	18.4	52.4	46.8	43.4
ABalpaappp	NA	NA	NA	NA	NA
ABalpaapppa	255	32.8	56.1	55	66.3
ABalpaapppp	255	32.8	56.1	55	66.3
ABalpap	NA	NA	NA	NA	NA
ABalpapa	NA	NA	NA	NA	NA
ABalpapaa	NA	NA	NA	NA	NA
ABalpapaaa	NA	NA	NA	NA	NA
ABalpapaaaa	265	34.7	67.3	55	51.6
ABalpapaaap	265	34.7	50.2	55	49.8
ABalpapaap	NA	NA	NA	NA	NA
ABalpapaapa	240	23.8	54.4	41.3	56.5
ABalpapaapp	50	23.8	54.4	41.3	56.5
ABalpapap	NA	NA	NA	NA	NA
ABalpapapa	NA	NA	NA	NA	NA
ABalpapapaa	265	32.8	67.3	52.3	61.4
ABalpapapap	NA	32.8	67.3	52.3	61.4
ABalpapapapa	35	NA	NA	NA	NA
ABalpapapapp	160	NA	NA	NA	NA
