Cells,WTDivMeans.Cells.,LateCalls,EarlyCalls,MissedCalls,EctopicCalls,TotalDefects,CC_Dif_pValues,WTCCMeans.Cells.,MutantCCMeans.Cells.
ABalpaaap,229.377272727273,0,0,0,0,0,1,51.2636363636364,51.2636363636364
ABalpaaapa,313.97619047619,0,0,1,0,1,1,82.9809523809524,82.9809523809524
ABalpaaapaa,NA,0,0,0,0,0,NA,NA,NA
ABalpaaapap,NA,0,0,0,0,0,NA,NA,NA
ABalpaaapp,311.913636363636,0,0,0,0,0,1,80.9409090909091,80.9409090909091
ABalpaaappa,NA,0,0,0,0,0,NA,NA,NA
ABalpaaappp,NA,0,0,0,0,0,NA,NA,NA
ABalpaap,168.786363636364,0,0,0,0,0,1,34.3954545454545,34.3954545454545
ABalpaapa,210.736363636364,0,0,0,0,0,1,40.2954545454545,40.2954545454545
ABalpaapaa,283.395454545455,0,0,0,0,0,1,71.0090909090909,71.0090909090909
ABalpaapaaa,NA,0,0,0,0,0,NA,NA,NA
ABalpaapaap,NA,0,0,0,0,0,NA,NA,NA
ABalpaapap,261.918181818182,0,0,0,0,0,1,49.5590909090909,49.5590909090909
ABalpaapapa,NA,0,0,0,0,0,NA,NA,NA
ABalpaapapp,NA,0,0,0,0,0,NA,NA,NA
ABalpaapp,221.05,0,0,0,0,0,1,50.6227272727273,50.6227272727273
ABalpaappa,307.972727272727,0,0,0,0,0,1,85.2772727272727,85.2772727272727
ABalpaappaa,NA,0,0,0,0,0,NA,NA,NA
ABalpaappap,NA,0,0,0,0,0,NA,NA,NA
ABalpaappp,296.036363636364,0,0,0,0,0,1,73.3318181818182,73.3318181818182
ABalpaapppa,NA,0,0,0,0,0,NA,NA,NA
ABalpaapppp,NA,0,0,0,0,0,NA,NA,NA
ABalpap,132.304545454545,0,0,0,0,0,1,29.2272727272727,29.2272727272727
ABalpapa,171.086363636364,0,0,0,0,0,1,37.1318181818182,37.1318181818182
ABalpapaa,221.786363636364,0,0,0,0,0,1,49.0863636363636,49.0863636363636
ABalpapaaa,289.545454545455,0,0,0,0,0,1,66.1272727272727,66.1272727272727
ABalpapaaaa,NA,0,0,0,0,0,NA,NA,NA
ABalpapaaap,NA,0,0,0,0,0,NA,NA,NA
ABalpapaap,308.922727272727,0,0,0,0,0,1,85.5045454545455,85.5045454545455
ABalpapaapa,NA,0,0,0,0,0,NA,NA,NA
ABalpapaapp,NA,0,0,0,0,0,NA,NA,NA
ABalpapap,220.936363636364,0,0,0,0,0,1,48.2227272727273,48.2227272727273
ABalpapapa,289.218181818182,0,0,0,0,0,1,66.6681818181818,66.6681818181818
ABalpapapaa,NA,0,0,0,0,0,NA,NA,NA
ABalpapapap,400.766666666667,0,0,0,0,0,1,108.633333333333,108.633333333333
ABalpapapapa,NA,0,0,0,0,0,NA,NA,NA
ABalpapapapp,NA,0,0,0,0,0,NA,NA,NA
ABalpapapp,300.840909090909,0,0,0,0,0,1,78.2818181818182,78.2818181818182
ABalpapappa,NA,0,0,0,0,0,NA,NA,NA
ABalpapappp,NA,0,0,0,0,0,NA,NA,NA
ABalpapp,167.322727272727,0,0,0,0,0,1,33.3772727272727,33.3772727272727
ABalpappa,212.495454545455,0,0,0,0,0,1,43.5409090909091,43.5409090909091
ABalpappaa,290.913636363636,0,0,0,0,0,1,76.7727272727273,76.7727272727273
ABalpappaaa,NA,0,0,0,0,0,NA,NA,NA
ABalpappaap,393.666666666667,0,0,0,0,0,1,102.7,102.7
ABalpappaapa,NA,0,0,0,0,0,NA,NA,NA
ABalpappaapp,NA,0,0,0,0,0,NA,NA,NA
ABalpappap,271.745454545455,0,0,0,0,0,1,57.6227272727273,57.6227272727273
ABalpappapa,NA,0,0,0,0,0,NA,NA,NA
ABalpappapp,NA,0,0,0,0,0,NA,NA,NA
ABalpappp,212.122727272727,0,0,0,0,0,1,43.1727272727273,43.1727272727273
ABalpapppa,322.8,0,0,0,0,0,1,109.145,109.145
ABalpapppaa,NA,0,0,0,0,0,NA,NA,NA
ABalpapppap,NA,0,0,0,0,0,NA,NA,NA
ABalpapppp,264.313636363636,0,0,0,0,0,1,50.5727272727273,50.5727272727273
ABalpappppa,NA,0,0,0,0,0,NA,NA,NA
ABalpappppp,NA,0,0,0,0,0,NA,NA,NA
ABalpp,102.118181818182,0,0,0,0,0,1,26.3590909090909,26.3590909090909
ABalppa,134.1,0,0,0,0,0,1,30.2636363636364,30.2636363636364
ABalppaa,178.031818181818,0,0,0,0,0,1,42.3045454545455,42.3045454545455
ABalppaaa,232.568181818182,0,0,0,0,0,1,52.9090909090909,52.9090909090909
ABalppaaaa,NA,0,0,0,0,0,NA,NA,NA
ABalppaaap,310.081818181818,0,0,0,0,0,1,75.8636363636364,75.8636363636364
ABalppaaapa,NA,0,0,0,0,0,NA,NA,NA
ABalppaaapp,NA,0,0,0,0,0,NA,NA,NA
ABalppaap,230.345454545455,1,0,0,0,1,1,50.6772727272727,50.6772727272727
ABalppaapa,NA,0,0,0,0,0,NA,NA,NA
ABalppaapp,307.213636363636,0,0,0,0,0,1,75.2272727272727,75.2272727272727
ABalppaappa,NA,0,0,0,0,0,NA,NA,NA
ABalppaappp,NA,0,0,0,0,0,NA,NA,NA
ABalppap,171.172727272727,0,0,0,0,0,1,35.4363636363636,35.4363636363636
ABalppapa,219.345454545455,0,0,0,0,0,1,46.5272727272727,46.5272727272727
ABalppapaa,303.659090909091,0,0,0,0,0,1,82.6863636363636,82.6863636363636
ABalppapaaa,NA,0,0,0,0,0,NA,NA,NA
ABalppapaap,NA,0,0,0,0,0,NA,NA,NA
ABalppapap,297.786363636364,0,0,0,0,0,1,76.8,76.8
ABalppapapa,NA,0,0,0,0,0,NA,NA,NA
ABalppapapp,NA,0,0,0,0,0,NA,NA,NA
ABalppapp,216.690909090909,0,0,0,0,0,1,43.8909090909091,43.8909090909091
ABalppappa,295.186363636364,0,0,0,0,0,1,76.8590909090909,76.8590909090909
ABalppappaa,NA,0,0,0,0,0,NA,NA,NA
ABalppappap,NA,0,0,0,0,0,NA,NA,NA
ABalppappp,285.35,1,0,0,0,1,1,67.0090909090909,67.0090909090909
ABalppapppa,409.933333333333,0,0,0,0,0,1,124.366666666667,124.366666666667
ABalppapppaa,NA,0,0,0,0,0,NA,NA,NA
ABalppapppap,NA,0,0,0,0,0,NA,NA,NA
ABalppapppp,NA,0,0,0,0,0,NA,NA,NA
ABalppp,132.763636363636,0,0,0,0,0,1,28.9318181818182,28.9318181818182
ABalpppa,172.086363636364,0,0,0,0,0,1,37.6545454545455,37.6545454545455
ABalpppaa,225.804545454545,0,0,0,0,0,1,52.0727272727273,52.0727272727273
ABalpppaaa,312.359090909091,1,0,0,0,1,1,84.9454545454546,84.9454545454546
ABalpppaaaa,NA,0,0,0,0,0,NA,NA,NA
ABalpppaaap,NA,0,0,0,0,0,NA,NA,NA
ABalpppaap,316.868181818182,0,0,0,0,0,1,89.4454545454545,89.4454545454545
ABalpppaapd,NA,0,0,0,0,0,NA,NA,NA
ABalpppaapv,NA,0,0,0,0,0,NA,NA,NA
ABalpppap,218.618181818182,0,0,0,0,0,1,44.8863636363636,44.8863636363636
ABalpppapa,297.1,0,0,0,0,0,1,76.8409090909091,76.8409090909091
ABalpppapad,NA,0,0,0,0,0,NA,NA,NA
ABalpppapav,NA,0,0,0,0,0,NA,NA,NA
ABalpppapp,285.6,0,0,0,0,0,1,65.1380952380952,65.1380952380952
ABalpppappa,NA,0,0,0,0,0,NA,NA,NA
ABalpppappp,372.6,0,0,0,0,0,1,85.05,85.05
ABalpppapppa,NA,0,0,0,0,0,NA,NA,NA
ABalpppapppp,NA,0,0,0,0,0,NA,NA,NA
ABalpppp,167.968181818182,0,0,0,0,0,1,33.5454545454545,33.5454545454545
ABalppppa,217.1,1,0,0,0,1,1,47.5045454545455,47.5045454545455
ABalppppaa,296.240909090909,0,0,0,0,0,1,77.5090909090909,77.5090909090909
ABalppppaad,NA,0,0,0,0,0,NA,NA,NA
ABalppppaav,NA,0,0,0,0,0,NA,NA,NA
ABalppppap,288.909090909091,0,0,0,0,0,1,70.1681818181818,70.1681818181818
ABalppppapa,395.133333333333,0,0,0,0,0,1,108,108
ABalppppapaa,NA,0,0,0,0,0,NA,NA,NA
ABalppppapap,NA,0,0,0,0,0,NA,NA,NA
ABalppppapp,NA,0,0,0,0,0,NA,NA,NA
ABalppppp,210.231818181818,0,0,0,0,0,1,40.6409090909091,40.6409090909091
ABalpppppa,285.018181818182,0,0,0,0,0,1,73.1363636363636,73.1363636363636
ABalpppppaa,NA,0,0,0,0,0,NA,NA,NA
ABalpppppap,NA,0,0,0,0,0,NA,NA,NA
ABalpppppp,262.777272727273,0,0,0,0,0,1,50.9090909090909,50.9090909090909
ABalppppppa,347.233333333333,0,0,0,0,0,1,83.1,83.1
ABalppppppaa,NA,0,0,0,0,0,NA,NA,NA
ABalppppppap,NA,0,0,0,0,0,NA,NA,NA
ABalppppppp,337.209090909091,0,0,1,0,1,1,73.6727272727273,73.6727272727273
ABalpppppppa,NA,0,0,0,0,0,NA,NA,NA
ABalpppppppp,NA,0,0,0,0,0,NA,NA,NA
ABar,55.1727272727273,0,0,0,0,0,1,12.2952380952381,12.2952380952381
ABara,73.95,0,1,0,0,1,1,17.0909090909091,17.0909090909091
ABaraa,101.086363636364,0,0,0,0,0,1,25.3909090909091,25.3909090909091
ABaraaa,133.931818181818,0,0,0,0,0,1,31.1454545454545,31.1454545454545
ABaraaaa,178.377272727273,0,0,0,0,0,1,42.7909090909091,42.7909090909091
ABaraaaaa,231.45,0,0,0,0,0,1,51.4409090909091,51.4409090909091
ABaraaaaaa,313.504545454545,0,0,0,0,0,1,80.4136363636364,80.4136363636364
ABaraaaaaaa,NA,0,0,0,0,0,NA,NA,NA
ABaraaaaaap,NA,0,0,0,0,0,NA,NA,NA
ABaraaaaap,313.072727272727,0,0,0,0,0,1,79.9772727272727,79.9772727272727
ABaraaaaapa,NA,0,0,0,0,0,NA,NA,NA
ABaraaaaapp,NA,0,0,0,0,0,NA,NA,NA
ABaraaaap,237.359090909091,0,0,0,0,0,1,57.3409090909091,57.3409090909091
ABaraaaapa,329.044444444444,0,0,0,0,0,1,90.6722222222222,90.6722222222222
ABaraaaapaa,NA,0,0,0,0,0,NA,NA,NA
ABaraaaapap,NA,0,0,0,0,0,NA,NA,NA
ABaraaaapp,NA,0,0,0,0,0,NA,NA,NA
ABaraaap,170.472727272727,0,0,0,0,0,1,34.8636363636364,34.8636363636364
ABaraaapa,213.413636363636,0,0,0,0,0,1,41.3136363636364,41.3136363636364
ABaraaapaa,289.895454545455,1,0,0,0,1,1,74.8772727272727,74.8772727272727
ABaraaapaaa,NA,0,0,0,0,0,NA,NA,NA
ABaraaapaap,NA,0,0,0,0,0,NA,NA,NA
ABaraaapap,272.6,0,0,0,0,0,1,57.5818181818182,57.5818181818182
ABaraaapapa,NA,0,0,0,0,0,NA,NA,NA
ABaraaapapp,NA,0,0,0,0,0,NA,NA,NA
ABaraaapp,224.281818181818,0,0,0,0,0,1,52.1863636363636,52.1863636363636
ABaraaappa,313.331818181818,0,0,0,0,0,1,87.4090909090909,87.4090909090909
ABaraaappaa,NA,0,0,0,0,0,NA,NA,NA
ABaraaappap,NA,0,0,0,0,0,NA,NA,NA
ABaraaappp,301.45,0,0,0,0,0,1,75.5227272727273,75.5227272727273
ABaraaapppa,NA,0,0,0,0,0,NA,NA,NA
ABaraaapppp,NA,0,0,0,0,0,NA,NA,NA
ABaraap,132.868181818182,0,0,0,0,0,1,30.0772727272727,30.0772727272727
ABaraapa,172.109090909091,0,0,0,0,0,1,37.5772727272727,37.5772727272727
ABaraapaa,221.163636363636,0,0,0,0,0,1,47.4409090909091,47.4409090909091
ABaraapaaa,301.940909090909,0,0,0,0,0,1,79.15,79.15
ABaraapaaaa,NA,0,0,0,0,0,NA,NA,NA
ABaraapaaap,NA,0,0,0,0,0,NA,NA,NA
ABaraapaap,287.318181818182,0,0,0,0,0,1,64.5,64.5
ABaraapaapa,NA,0,0,0,0,0,NA,NA,NA
ABaraapaapp,NA,0,0,0,0,0,NA,NA,NA
ABaraapap,218.290909090909,0,0,0,0,0,1,44.5545454545455,44.5545454545455
ABaraapapa,273.372727272727,0,0,0,0,0,1,53.4409090909091,53.4409090909091
ABaraapapaa,416.066666666667,0,0,0,0,0,1,141.933333333333,141.933333333333
ABaraapapaad,NA,0,0,0,0,0,NA,NA,NA
ABaraapapaav,NA,0,0,0,0,0,NA,NA,NA
ABaraapapap,NA,0,0,0,0,0,NA,NA,NA
ABaraapapp,311.536363636364,0,0,0,0,0,1,91.6045454545455,91.6045454545455
ABaraapappa,NA,0,0,0,0,0,NA,NA,NA
ABaraapappp,NA,0,0,0,0,0,NA,NA,NA
ABaraapp,169.927272727273,0,0,0,0,0,1,35.4,35.4
ABaraappa,217.690909090909,0,0,0,0,0,1,46.1363636363636,46.1363636363636
ABaraappaa,301.431818181818,1,0,0,0,1,1,82.1090909090909,82.1090909090909
ABaraappaaa,NA,0,0,0,0,0,NA,NA,NA
ABaraappaap,NA,0,0,0,0,0,NA,NA,NA
ABaraappap,282.440909090909,1,0,0,0,1,1,63.1136363636364,63.1136363636364
ABaraappapa,NA,0,0,0,0,0,NA,NA,NA
ABaraappapp,NA,0,0,0,0,0,NA,NA,NA
ABaraappp,217.35,0,0,0,0,0,1,45.8045454545455,45.8045454545455
ABaraapppa,272.590909090909,0,0,0,0,0,1,53.6181818181818,53.6181818181818
ABaraapppaa,NA,0,0,0,1,1,NA,NA,147
ABaraapppaad,NA,0,0,0,0,0,NA,NA,NA
ABaraapppaav,NA,0,0,0,0,0,NA,NA,NA
ABaraapppap,NA,0,0,0,0,0,NA,NA,NA
ABaraapppp,310.15,0,0,0,0,0,1,91.1818181818182,91.1818181818182
ABaraappppa,NA,0,0,0,0,0,NA,NA,NA
ABaraappppp,NA,0,0,0,0,0,NA,NA,NA
ABarap,101.068181818182,0,0,0,0,0,1,25.3772727272727,25.3772727272727
ABarapa,133.113636363636,0,0,0,0,0,1,30.3409090909091,30.3409090909091
ABarapaa,172.677272727273,0,0,0,0,0,1,37.9181818181818,37.9181818181818
ABarapaaa,227.222727272727,0,0,0,0,0,1,52.8954545454545,52.8954545454545
ABarapaaaa,304.709090909091,0,0,0,0,0,1,75.8409090909091,75.8409090909091
ABarapaaaaa,NA,0,0,0,0,0,NA,NA,NA
ABarapaaaap,NA,0,0,0,0,0,NA,NA,NA
ABarapaaap,315.309523809524,0,0,0,0,0,1,86.4,86.4
ABarapaaapa,NA,0,0,0,0,0,NA,NA,NA
ABarapaaapp,NA,0,0,0,0,0,NA,NA,NA
ABarapaap,218.386363636364,0,0,0,0,0,1,44.05,44.05
ABarapaapa,313.809090909091,0,0,0,0,0,1,93.7863636363636,93.7863636363636
ABarapaapaa,NA,0,0,0,0,0,NA,NA,NA
ABarapaapap,NA,0,0,0,0,0,NA,NA,NA
ABarapaapp,276.55,0,0,0,0,0,1,56.5181818181818,56.5181818181818
ABarapaappa,NA,0,0,0,0,0,NA,NA,NA
ABarapaappp,NA,0,0,0,0,0,NA,NA,NA
ABarapap,168.581818181818,0,0,0,0,0,1,33.8181818181818,33.8181818181818
ABarapapa,215.922727272727,0,0,0,0,0,1,45.7,45.7
ABarapapaa,293.413636363636,0,0,0,0,0,1,75.8681818181818,75.8681818181818
ABarapapaaa,NA,0,0,0,0,0,NA,NA,NA
ABarapapaap,390,0,0,0,0,0,1,98.875,98.875
ABarapapaapa,NA,0,0,0,0,0,NA,NA,NA
ABarapapaapp,NA,0,0,0,0,0,NA,NA,NA
ABarapapap,282.672727272727,0,0,0,0,0,1,65.1272727272727,65.1272727272727
ABarapapapa,NA,0,0,0,0,0,NA,NA,NA
ABarapapapp,NA,0,0,0,0,0,NA,NA,NA
ABarapapp,211.440909090909,0,0,0,0,0,1,41.2318181818182,41.2318181818182
ABarapappa,326.8,0,0,1,0,1,1,113.410526315789,113.410526315789
ABarapappaa,NA,0,0,0,0,0,NA,NA,NA
ABarapappap,NA,0,0,0,0,0,NA,NA,NA
ABarapappp,264.681818181818,0,0,0,0,0,1,51.6272727272727,51.6272727272727
ABarapapppa,NA,0,0,0,0,0,NA,NA,NA
ABarapapppp,NA,0,0,0,0,0,NA,NA,NA
ABarapp,133.259090909091,0,0,0,0,0,1,30.4863636363636,30.4863636363636
ABarappa,172.540909090909,0,0,0,0,0,1,37.6363636363636,37.6363636363636
ABarappaa,226.777272727273,0,0,0,0,0,1,52.5863636363636,52.5863636363636
ABarappaaa,307.763636363636,0,0,0,0,0,1,79.3590909090909,79.3590909090909
ABarappaaaa,NA,0,0,0,0,0,NA,NA,NA
ABarappaaap,NA,0,0,0,0,0,NA,NA,NA
ABarappaap,314.109090909091,0,0,0,0,0,1,85.7045454545455,85.7045454545455
ABarappaapa,NA,0,0,0,0,0,NA,NA,NA
ABarappaapp,NA,0,0,0,0,0,NA,NA,NA
ABarappap,221.890909090909,0,0,0,0,0,1,47.7136363636364,47.7136363636364
ABarappapa,294.054545454545,0,0,0,0,0,1,70.5454545454545,70.5454545454545
ABarappapaa,NA,0,0,0,0,0,NA,NA,NA
ABarappapap,406.933333333333,0,0,0,0,0,1,113.666666666667,113.666666666667
ABarappapapa,NA,0,0,0,0,0,NA,NA,NA
ABarappapapp,NA,0,0,0,0,0,NA,NA,NA
